STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,HOUSEHOLD_TYPE,Household type,INCOME_PRINCIPAL,Earnings of the principal,INCOME_SPOUSE,Earnings of the spouse,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status,CIVIL_STATUS,Civil status
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUS,Australia,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,75881.844955,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUS,Australia,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2024,,78547.232862,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2000,,42928.036085,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2001,,42399.613762,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2002,,44473.261856,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2003,,46981.699664,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2004,,48441.217803,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2005,,49817.477911,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2006,,52765.210625,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2007,,53895.973239,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2008,,56242.404754,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2009,,57897.784326,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2010,,59025.567544,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2011,,61650.331247,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2012,,64605.581902,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2013,,67944.075868,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2014,,69209.861789,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2015,,70872.036424,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2016,,74784.584428,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2017,,76278.077591,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2018,,78919.087596,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2019,,84040.831367,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2020,,86251.458939,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2021,,90546.006048,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2022,,97548.559659,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,102561.015918,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2024,,110885.91939,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2000,,46713.859221,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2001,,48828.372956,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2002,,51621.376435,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2003,,51832.68599,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2004,,52387.817313,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2005,,53618.648098,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2006,,56223.105593,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2007,,57350.71197,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2008,,61196.091976,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2009,,64518.545792,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2010,,67458.335826,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2011,,69856.064873,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2012,,72659.155632,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2013,,74436.14448,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2014,,75350.367208,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2015,,75336.132213,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2016,,76660.880714,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2017,,78736.796337,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2018,,80697.709856,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2019,,86006.890364,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2020,,89286.717356,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2021,,92455.391854,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2022,,100662.393789,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,106628.944687,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2024,,109809.637418,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2000,,39091.249361,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2001,,40438.869902,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2002,,40350.140983,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2003,,40535.400106,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2004,,43857.921155,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2005,,45401.566239,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2006,,48025.883598,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2007,,49536.411663,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2008,,49420.539999,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2009,,52830.044358,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2010,,52975.08343,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2011,,52849.818737,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2012,,53064.779173,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2013,,56064.65734,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2014,,57812.154417,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2015,,58174.1191,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2016,,59878.570389,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,CAN,Canada,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2017,,60815.440103,,2,Two,0,Units,A,Normal value,_Z,Not applicable
